From	To
A0QX46	ileS
I7G1D2	MSMEI_3088
A0QX47	MSMEG_3170
I7GAM5	MSMEI_3090
A0QX49	MSMEG_3171
I7FDG6	ansA
A0QX50	MSMEG_3173
A0QX51	lspA
I7G1D4	MSMEI_3093
A0QX52	MSMEG_3175
I7FDH2	dnaE1
A0QX55	MSMEG_3178
I7FDH8	ilvA
A0QX60	ilvA
I7G8P5	treZ
A0QX61	treZ
I7FLG2	glgX
A0QX62	glgX
I7GAN8	MSMEI_3105
A0QX63	MSMEG_3187
I7FDI4	bioA
A0QX64	bioA
A0QX65	bioF
A0QX66	bioD
I7FLG5	MSMEI_3109
A0QX67	MSMEG_3191
I7GAP2	MSMEI_3110
A0QX68	MSMEG_3192
I7FDJ0	MSMEI_3111
A0QX69	MSMEG_3193
A0QX70	bioB
I7G1E6	MSMEI_3113
A0QX71	MSMEG_3195
A0QX75	nadA
I7G8R1	nadA
I7G1F0	nadB
A0QX76	nadB
I7G1F3	hisD
A0QX81	hisD
A0QX82	hisC
I7FDK3	hisH
A0QX84	hisH
A0QX86	impA
A0QX87	hisF
A0QX88	hisI
I7G8S6	MSMEI_3132
A0QX90	MSMEG_3214
I7G1G0	MSMEI_3133
A0QX91	MSMEG_3215
I7FLI8	bcpB
A0QX92	MSMEG_3216
A0QX93	trpE
I7FDL3	MSMEI_3136
A0QX94	MSMEG_3218
A0QX95	trpC
I7G1G4	trpB
A0QX96	trpB
I7FLJ2	trpA
A0QX97	trpA
I7GAR9	lgt
A0QX98	lgt
I7FDL7	MSMEI_3141
A0QX99	MSMEG_3223
I7G1G7	gltB
A0QXA1	MSMEG_3225
I7FLJ6	gltD
A0QXA2	MSMEG_3226
I7GAS3	pyk
A0QXA3	pyk
I7FDM1	tesB-1
A0QXA4	MSMEG_3228
I7G8T9	MSMEI_3147
A0QXA5	MSMEG_3229
I7GAS8	cydB
A0QXA7	cydB
I7FDM6	cydA
A0QXA8	MSMEG_3233
A0QXA9	MSMEG_3234
I7G8U4	MSMEI_3152
I7G1H4	MSMEI_3153
A0QXB0	MSMEG_3235
A0QXB2	MSMEG_3237
I7GAT2	MSMEI_3155
I7FDN1	MSMEI_3156
A0QXB3	MSMEG_3238
I7G8V1	MSMEI_3157
A0QXB4	MSMEG_3239
A0QXB6	MSMEG_3241
I7FDN5	MSMEI_3161
A0QXB8	MSMEG_3244
I7G8V5	MSMEI_3163
A0QXB9	MSMEG_3246
A0QXC0	MSMEG_3247
I7G1I1	MSMEI_3164
I7FLL8	MSMEI_3165
A0QXC1	MSMEG_3248
I7GAT9	MSMEI_3166
A0QXC2	MSMEG_3249
I7FDP2	MSMEI_3167
A0QXC3	MSMEG_3250
I7G8W3	MSMEI_3168
A0QXC4	MSMEG_3251
I7FLM3	MSMEI_3170
A0QXC6	MSMEG_3253
I7GAU2	MSMEI_3171
A0QXC7	MSMEG_3254
I7FDP6	MSMEI_3172
A0QXC8	MSMEG_3255
I7FLM8	MSMEI_3175
A0QXD2	MSMEG_3259
A0QXD4	MSMEG_3261
I7FDQ0	MSMEI_3177
A0QXD6	MSMEG_3262
I7G1J1	MSMEI_3179
I7FLN4	MSMEI_3180
A0QXD7	MSMEG_3264
A0QXD8	eltD
A0QXD9	eltP
I7G8Y2	MSMEI_3183
A0QXE0	MSMEG_3267
I7FLP0	MSMEI_3185
A0QXE2	MSMEG_3269
I7GAV1	MSMEI_3186
A0QXE3	MSMEG_3270
A0QXE4	derK
A0QXE5	derI1
I7G8Z3	MSMEI_3193
A0QXF0	MSMEG_3278
I7GAV7	MSMEI_3196
A0QXF3	MSMEG_3280
A0QXF4	potA
I7FDS2	potA
I7FLQ8	MSMEI_3200
A0QXF8	MSMEG_3285
A0QXF9	MSMEG_3286
I7GAW2	MSMEI_3201
I7FDS9	MSMEI_3202
A0QXG0	MSMEG_3287
I7GAW5	MSMEI_3206
A0QXG3	MSMEG_3290
I7FLS4	MSMEI_3215
A0QXH3	MSMEG_3301
I7GAX5	MSMEI_3216
A0QXH4	MSMEG_3302
A0QXH8	MSMEG_3306
I7FLT1	MSMEI_3220
I7G925	MSMEI_3223
A0QXH9	MSMEG_3308
I7G1M3	MSMEI_3224
A0QXI0	MSMEG_3309
I7GAY8	MSMEI_3231
A0QXI7	dapB
I7G1N0	MSMEI_3234
A0QXJ0	MSMEG_3319
I7G943	MSMEI_3243
A0QXJ8	MSMEG_3328
I7FDX6	MSMEI_3252
A0QXK4	MSMEG_3335
A0QXK5	MSMEG_3336
I7G952	MSMEI_3253
I7FDY7	MSMEI_3262
A0QXL2	MSMEG_3343
A0QXL3	MSMEG_3344
I7G966	MSMEI_3263
A0QXL4	MSMEG_3345
I7FLX8	MSMEI_3265
I7FDZ3	MSMEI_3267
A0QXL6	MSMEG_3347
I7FE05	MSMEI_3277
A0QXM6	MSMEG_3357
I7G985	MSMEI_3278
A0QXM7	MSMEG_3358
I7FLZ5	MSMEI_3280
A0QXM9	MSMEG_3360
I7G990	MSMEI_3283
A0QXN2	MSMEG_3363
I7FE22	MSMEI_3292
A0QXP0	MSMEG_3372
I7FM11	MSMEI_3295
A0QXP3	MSMEG_3375
I7GB43	MSMEI_3296
A0QXP4	MSMEG_3376
I7G9B0	MSMEI_3298
A0QXP6	MSMEG_3379
I7FM16	MSMEI_3300
A0QXP8	MSMEG_3380
I7G1S4	MSMEI_3304
A0QXQ2	MSMEG_3384
I7G1S8	MSMEI_3309
A0QXQ7	MSMEG_3389
I7GB58	MSMEI_3311
A0QXQ9	MSMEG_3391
A0QXR2	MSMEG_3394
I7G1T2	MSMEI_3314
I7FM30	MSMEI_3315
A0QXR3	MSMEG_3395
I7GB61	MSMEI_3316
A0QXR4	MSMEG_3396
A0QXR7	MSMEG_3400
I7GB64	MSMEI_3321
I7G1U0	amiF
A0QXS0	amiF
I7FE65	MSMEI_3327
A0QXS3	MSMEG_3406
I7G9E7	MSMEI_3328
A0QXS4	MSMEG_3407
I7G1U3	MSMEI_3329
A0QXS5	MSMEG_3408
I7FM43	fadB5
A0QXS6	MSMEG_3409
A0QXS8	MSMEG_3411
I7FE72	MSMEI_3332
A0QXT1	MSMEG_3415
I7GB77	MSMEI_3336
I7G1V1	MSMEI_3339
A0QXT4	MSMEG_3418
I7G9G7	MSMEI_3343
A0QXT8	MSMEG_3422
I7G1V4	MSMEI_3344
A0QXT9	MSMEG_3423
I7FM63	MSMEI_3345
A0QXU0	MSMEG_3424
I7GB87	MSMEI_3346
A0QXU1	MSMEG_3425
I7FE91	MSMEI_3347
A0QXU2	MSMEG_3426
I7FM70	MSMEI_3350
A0QXU5	MSMEG_3429
I7GB92	MSMEI_3351
A0QXU6	MSMEG_3430
I7FM75	MSMEI_3355
A0QXV0	MSMEG_3434
I7GB97	MSMEI_3356
A0QXV1	MSMEG_3435
I7G9I5	MSMEI_3358
A0QXV3	MSMEG_3437
A0QXV6	sdaA
I7FM83	sdaA
I7FEA8	MSMEI_3362
A0QXV8	MSMEG_3442
A0QXV9	MSMEG_3443
I7G9J1	MSMEI_3363
I7G9J7	MSMEI_3368
A0QXW5	MSMEG_3449
I7G1X4	MSMEI_3369
A0QXW6	dehII
I7FM94	MSMEI_3370
A0QXW7	MSMEG_3451
A0QXX3	MSMEG_3457
I7GBB6	MSMEI_3376
I7FEC7	MSMEI_3377
A0QXX4	MSMEG_3458
A0QXX5	MSMEG_3459
I7G9L0	MSMEI_3378
A0QXX7	katG2
I7G9L7	MSMEI_3383
A0QXY0	MSMEG_3464
I7G1Y7	MSMEI_3384
A0QXY1	MSMEG_3465
I7GBC8	MSMEI_3386
A0QXY3	MSMEG_3468
I7G9P6	MSMEI_3388
A0QXY5	MSMEG_3469
I7G205	MSMEI_3389
A0QXY6	MSMEG_3470
I7FMD8	MSMEI_3390
A0QXY7	MSMEG_3471
I7GBF1	MSMEI_3391
A0QXY8	MSMEG_3472
I7FMF1	MSMEI_3395
A0QXZ2	MSMEG_3476
I7GBF9	MSMEI_3396
A0QXZ3	MSMEG_3477
I7FEI4	MSMEI_3397
A0QXZ4	MSMEG_3478
I7G9R3	tpx
A0QXZ5	tpx
I7G2Y8	MSMEI_3399
A0QXZ6	MSMEG_3480
I7FMF6	menC
A0QXZ7	MSMEG_3481
I7FEI9	MSMEI_3402
A0QXZ9	MSMEG_3483
A0QY04	MSMEG_3488
I7FEJ3	MSMEI_3407
I7G9S4	MSMEI_3408
A0QY05	MSMEG_3489
A0QY07	MSMEG_3491
I7FMG5	MSMEI_3410
I7GBH4	MSMEI_3411
A0QY08	MSMEG_3492
I7FEJ8	MSMEI_3412
A0QY09	MSMEG_3493
I7G9S9	MSMEI_3413
A0QY10	MSMEG_3494
I7GBH7	mmpL5
A0QY12	MSMEG_3496
I7G302	MSMEI_3419
A0QY16	MSMEG_3500
I7FMH5	MSMEI_3425
A0QY21	MSMEG_3505
I7GBI6	MSMEI_3426
A0QY22	MSMEG_3506
I7FEK8	MSMEI_3427
A0QY23	MSMEG_3507
I7G9U1	MSMEI_3428
A0QY24	MSMEG_3508
A0QY28	cinA
I7G9U5	eis
A0QY29	eis
I7G314	MSMEI_3434
A0QY30	MSMEG_3514
I7FMI2	fabG3
A0QY31	MSMEG_3515
A0QY32	MSMEG_3517
I7FEL6	plsC
I7G316	MSMEI_3439
A0QY34	MSMEG_3519
I7FMI7	MSMEI_3440
A0QY35	MSMEG_3520
I7FMJ1	MSMEI_3445
A0QY40	MSMEG_3525
I7FEM4	MSMEI_3447
A0QY42	MSMEG_3527
A0QY44	MSMEG_3528
I7G323	MSMEI_3449
A0QY48	MSMEG_3532
A0QY49	MSMEG_3534
I7G326	MSMEI_3454
I7GBL0	MSMEI_3456
A0QY51	MSMEG_3536
A0QY55	MSMEG_3540
I7G329	MSMEI_3459
I7FMK1	MSMEI_3460
A0QY56	MSMEG_3542
A0QY58	MSMEG_3543
I7FEN7	mpt53
I7G9W6	MSMEI_3463
A0QY59	MSMEG_3544
A0QY66	MSMEG_3551
I7FML0	cyp124
I7FEQ0	MSMEI_3477
A0QY73	MSMEG_3558
I7G342	MSMEI_3479
A0QY75	MSMEG_3560
I7GBN1	MSMEI_3481
A0QY77	pcaC
I7G9Y1	bfr
A0QY79	bfr
I7G345	MSMEI_3484
A0QY81	MSMEG_3566
I7GBN5	MSMEI_3486
A0QY83	MSMEG_3567
I7FEQ8	MSMEI_3487
A0QY84	MSMEG_3569
A0QY85	MSMEG_3570
I7G9Y6	MSMEI_3488
I7G349	MSMEI_3489
A0QY86	MSMEG_3571
I7G353	MSMEI_3494
A0QY91	MSMEG_3576
A0QY93	MSMEG_3578
I7FER5	MSMEI_3497
I7G9Z4	MSMEI_3498
A0QY94	MSMEG_3579
A0QY95	MSMEG_3580
I7G354	fbpC
I7FMN5	MSMEI_3500
A0QY96	MSMEG_3581
I7GBP3	lon
A0QY97	lon
A0QYA7	MSMEG_3592
I7FMP5	MSMEI_3510
I7FET0	MSMEI_3512
A0QYA9	MSMEG_3594
A0QYB0	MSMEG_3595
I7GA10	MSMEI_3513
I7G367	MSMEI_3514
A0QYB1	MSMEG_3596
A0QYB3	xypA
A0QYB5	thpA
I7FET4	MSMEI_3517
A0QYB6	MSMEG_3601
I7GA15	MSMEI_3518
A0QYB7	MSMEG_3602
I7G371	MSMEI_3519
A0QYB8	MSMEG_3603
I7FMQ2	MSMEI_3520
A0QYB9	MSMEG_3604
A0QYC0	MSMEG_3605
I7GBQ6	MSMEI_3521
I7FET9	MSMEI_3522
A0QYC1	MSMEG_3606
A0QYC2	dthD
A0QYC3	MSMEG_3608
I7G375	MSMEI_3524
I7GBR0	MSMEI_3526
A0QYC6	xfp
I7GA25	MSMEI_3528
A0QYC8	MSMEG_3613
I7GA27	MSMEI_3533
A0QYD3	MSMEG_3618
I7G384	MSMEI_3534
A0QYD4	MSMEG_3619
I7FMR4	MSMEI_3535
A0QYD5	MSMEG_3620
I7GBR7	ndh
A0QYD6	ndh
A0QYD7	MSMEG_3622
I7FEV3	MSMEI_3537
I7GA30	ureG
A0QYD8	ureG
A0QYE0	ureC
A0QYE1	ureB
I7GBS1	ureB
A0QYE2	ureA
A0QYE5	MSMEG_3630
I7FMS2	MSMEI_3545
I7FEW5	gnd
A0QYE7	gnd
I7GA39	MSMEI_3548
A0QYE8	MSMEG_3634
I7G396	MSMEI_3549
A0QYE9	MSMEG_3633
I7GBT0	MSMEI_3551
A0QYF1	MSMEG_3636
I7FEX1	MSMEI_3552
A0QYF2	MSMEG_3637
I7G3A1	MSMEI_3554
A0QYF4	MSMEG_3639
I7GBT4	MSMEI_3556
A0QYF6	MSMEG_3641
I7FEX4	gcvP
A0QYF7	gcvP
A0QYF9	MSMEG_3644
I7GA51	MSMEI_3558
I7G3A5	MSMEI_3559
A0QYG0	MSMEG_3645
I7FMT3	MSMEI_3560
A0QYG1	MSMEG_3646
A0QYG2	garA
A0QYG3	gcvH
I7GA55	MSMEI_3563
A0QYG4	MSMEG_3649
I7FMT6	MSMEI_3565
A0QYG6	MSMEG_3651
A0QYG9	secA2
I7GA58	MSMEI_3568
A0QYH0	MSMEG_3655
I7G3B3	MSMEI_3569
A0QYH1	MSMEG_3656
I7FMU0	MSMEI_3570
A0QYH2	MSMEG_3657
A0QYH5	MSMEG_3660
I7GA62	MSMEI_3573
I7FMU4	MSMEI_3575
A0QYH7	MSMEG_3662
A0QYH8	MSMEG_3663
I7GBV1	MSMEI_3576
I7GA65	MSMEI_3578
A0QYI0	MSMEG_3665
I7G3C3	erg3
A0QYI1	MSMEG_3666
A0QYI2	MSMEG_3667
I7FMU7	MSMEI_3580
A0QYI8	malQ
I7GBV8	MSMEI_3586
A0QYI9	MSMEG_3674
I7GA74	MSMEI_3588
A0QYJ0	MSMEG_3675
I7FMV5	pknF
A0QYJ2	MSMEG_3677
A0QYJ3	MSMEG_3678
I7GBW3	MSMEI_3591
I7G3D5	MSMEI_3594
A0QYJ6	MSMEG_3682
I7GBW7	MSMEI_3596
A0QYJ8	MSMEG_3683
A0QYJ9	MSMEG_3684
I7FF11	MSMEI_3597
I7GA82	MSMEI_3598
A0QYK0	MSMEG_3685
I7FMW6	MSMEI_3600
A0QYK2	MSMEG_3687
I7FF15	MSMEI_3602
A0QYK4	MSMEG_3689
I7FMX0	galTa
A0QYK5	galT
A0QYK6	galK
I7GBX6	galK
I7GA92	MSMEI_3608
A0QYK8	MSMEG_3694
I7GBY4	MSMEI_3616
A0QYL7	MSMEG_3704
I7GAA1	aceAb
A0QYL9	aceA
A0QYM1	MSMEG_3708
I7FMY4	MSMEI_3620
I7GBY9	MSMEI_3621
A0QYM2	MSMEG_3710
I7G3H5	MSMEI_3644
A0QYP5	MSMEG_3733
I7FF59	engA
A0QYP9	der
I7GAD0	cmk
A0QYQ0	cmk
I7G3H9	MSMEI_3650
A0QYQ1	rluB
A0QYQ2	MSMEG_3741
I7FN21	scpB
A0QYQ3	scpA
I7GC14	scpA
A0QYQ4	soj
I7FF66	MSMEI_3653
I7GAD5	xerD
A0QYQ5	xerD
I7G3I3	MSMEI_3655
A0QYQ6	MSMEG_3745
A0QYQ7	pyrG
I7FF70	MSMEI_3658
A0QYQ8	MSMEG_3748
I7FN33	ppnK
A0QYQ9	nadK
I7GC23	MSMEI_3662
A0QYR0	MSMEG_3751
I7GAE4	MSMEI_3664
A0QYR2	MSMEG_3753
I7G3J3	MSMEI_3665
A0QYR3	MSMEG_3754
I7GAF0	MSMEI_3672
A0QYR7	MSMEG_3761
I7GC32	MSMEI_3675
A0QYS0	MSMEG_3765
I7FF91	MSMEI_3676
A0QYS1	MSMEG_3764
A0QYS2	MSMEG_3766
I7GAF7	MSMEI_3677
A0QYS4	MSMEG_3768
I7FN52	MSMEI_3679
A0QYS5	argH
A0QYS6	argG
I7GAG3	argR
A0QYS7	argR
A0QYS8	argF
A0QYS9	argD
A0QYT0	argB
I7FFA5	argJ
A0QYT1	argJ
I7GAG8	argC
A0QYT2	argC
I7G3K9	pheT
A0QYT3	pheT
I7FN65	pheS
A0QYT4	pheS
I7FN70	fadE21
A0QYT7	MSMEG_3783
I7FFB9	MSMEI_3696
A0QYT9	MSMEG_3784
A0QYU0	MSMEG_3785
I7GAH7	MSMEI_3697
A0QYU1	MSMEG_3786
I7G3L7	MSMEI_3698
I7FN75	MSMEI_3699
A0QYU2	MSMEG_3787
I7GC51	MSMEI_3700
A0QYU3	eda
I7GAI1	MSMEI_3702
A0QYU5	MSMEG_3790
A0QYU6	rplT
A0QYU8	infC
I7GC56	infC
I7FFD0	MSMEI_3706
A0QYV0	MSMEG_3795
A0QYV1	lysX
A0QYV3	MSMEG_3798
I7FN85	MSMEI_3709
A0QYV4	MSMEG_3799
I7GC61	MSMEI_3710
A0QYV6	MSMEG_3801
I7GAJ1	MSMEI_3712
I7G3M8	MSMEI_3713
A0QYV7	MSMEG_3802
I7FN92	MSMEI_3714
A0QYV8	MSMEG_3803
I7GC66	MSMEI_3715
A0QYV9	MSMEG_3804
I7FFE2	MSMEI_3716
A0QYW0	MSMEG_3806
I7G3N1	MSMEI_3718
A0QYW2	MSMEG_3807
I7GC70	uvrA
A0QYW4	uvrA
A0QYW5	MSMEG_3810
I7FFF0	MSMEI_3721
I7GAK0	MSMEI_3722
A0QYW6	MSMEG_3811
I7G3N4	MSMEI_3723
A0QYW7	MSMEG_3812
A0QYX2	MSMEG_3819
I7G3N6	MSMEI_3729
A0QYX6	MSMEG_3822
I7FFG1	MSMEI_3732
A0QYY1	MSMEG_3827
I7FFG9	MSMEI_3737
I7G3P3	MSMEI_3739
A0QYY3	MSMEG_3829
I7FNB6	MSMEI_3740
A0QYY4	MSMEG_3830
A0QYY6	rpsA
I7GAM6	MSMEI_3748
A0QYZ1	MSMEG_3837
I7G3P9	polA
A0QYZ2	polA
I7GAN1	MSMEI_3753
A0QYZ6	MSMEG_3843
A0QYZ7	MSMEG_3844
I7G3Q3	MSMEI_3754
I7GCA2	MSMEI_3756
A0QYZ9	MSMEG_3846
I7GAN5	lipT
A0QZ01	MSMEG_3848
I7G3Q8	MSMEI_3759
A0QZ03	MSMEG_3851
A0QZ08	MSMEG_3855
I7G3R2	MSMEI_3764
A0QZ09	MSMEG_3856
I7FNE2	MSMEI_3765
I7GCA9	MSMEI_3766
A0QZ10	MSMEG_3857
A0QZ11	rbpA
A0QZ12	ppm1
I7GCB4	MSMEI_3771
A0QZ14	MSMEG_3861
I7FFL4	MSMEI_3772
A0QZ15	MSMEG_3862
I7GAP9	MSMEI_3773
A0QZ16	MSMEG_3863
I7G3S1	cobN
A0QZ17	cobN
I7GCC3	cobG
A0QZ24	cobG
I7FFM6	cobH
A0QZ25	MSMEG_3872
I7GAQ9	cobIJ
A0QZ26	MSMEG_3873
A0QZ28	MSMEG_3876
I7FNG3	MSMEI_3785
I7GCC6	cobK
A0QZ29	cobK
I7FFN3	cobM
A0QZ30	cobM
I7GAR4	cobL
A0QZ31	cobL
I7G3T5	MSMEI_3789
A0QZ32	MSMEG_3879
I7FNG8	MSMEI_3790
A0QZ33	MSMEG_3880
I7GCC9	pepE
A0QZ34	MSMEG_3881
I7FFN9	MSMEI_3792
A0QZ35	MSMEG_3882
I7GAS0	MSMEI_3793
A0QZ36	MSMEG_3883
A0QZ38	MSMEG_3885
I7FNH3	helY
I7GCD3	tatC
A0QZ39	tatC
A0QZ40	tatA
I7GAS5	MSMEI_3798
A0QZ41	MSMEG_3888
A0QZ42	pafA
A0QZ46	prcA
A0QZ47	prcB
A0QZ48	pup
A0QZ49	dop
I7GAT4	MSMEI_3808
A0QZ50	thpD
I7G3V6	ectC
A0QZ51	ectC
I7FNI9	MSMEI_3810
A0QZ52	ectB
A0QZ54	mpa
I7G3W0	MSMEI_3814
A0QZ55	MSMEG_3903
I7GCE8	MSMEI_3816
A0QZ57	MSMEG_3905
I7FFR9	MSMEI_3817
A0QZ58	MSMEG_3906
I7GAU0	MSMEI_3818
A0QZ59	MSMEG_3907
I7G3W4	MSMEI_3819
A0QZ60	MSMEG_3908
I7GCF0	MSMEI_3821
A0QZ62	MSMEG_3909
I7G3W8	lipP
A0QZ65	MSMEG_3914
I7GCF5	MSMEI_3826
A0QZ66	MSMEG_3915
A0QZ69	MSMEG_3918
I7G3X2	MSMEI_3829
I7FFV0	hspX
A0QZ83	MSMEG_3932
A0QZ86	MSMEG_3935
I7FNL9	MSMEI_3845
I7G3Y8	MSMEI_3849
A0QZ91	MSMEG_3940
I7GCH4	MSMEI_3851
A0QZ93	MSMEG_3942
A0QZA1	MSMEG_3950
A0QZA9	MSMEG_3958
I7GCI3	MSMEI_3866
I7FFX7	MSMEI_3867
A0QZB0	MSMEG_3959
I7G407	MSMEI_3869
A0QZB2	MSMEG_3961
I7FNP4	MSMEI_3870
A0QZB3	MSMEG_3962
I7GCI5	MSMEI_3871
A0QZB5	MSMEG_3964
I7GCI7	MSMEI_3876
A0QZC2	MSMEG_3970
I7FNQ5	MSMEI_3880
A0QZC5	MSMEG_3975
I7FFZ3	MSMEI_3882
A0QZC6	MSMEG_3976
I7GB06	MSMEI_3883
A0QZC7	MSMEG_3977
I7FFZ8	MSMEI_3887
A0QZC9	MSMEG_3980
I7G428	fadE25
A0QZD1	MSMEG_3982
A0QZD6	MSMEG_3988
I7FNU6	MSMEI_3895
I7FNV4	MSMEI_3910
A0QZF0	MSMEG_4002
I7G479	MSMEI_3914
A0QZF4	MSMEG_4006
I7GCP3	MSMEI_3921
A0QZG2	MSMEG_4014
I7GCP6	MSMEI_3926
A0QZH0	MSMEG_4022
A0QZH2	MSMEG_4024
I7G489	MSMEI_3929
A0QZH7	MSMEG_4029
I7GB70	MSMEI_3933
I7GCQ4	MSMEI_3936
A0QZI0	MSMEG_4032
I7GB73	MSMEI_3938
A0QZI1	MSMEG_4033
I7G497	MSMEI_3939
A0QZI2	MSMEG_4034
I7FG79	MSMEI_3947
A0QZJ0	MSMEG_4042
I7GB79	MSMEI_3948
A0QZJ1	MSMEG_4043
A0QZK5	MSMEG_4057
I7G4A9	MSMEI_3959
I7GCS6	MSMEI_3961
A0QZK7	MSMEG_4059
A0QZL1	MSMEG_4064
I7GCS9	MSMEI_3966
A0QZL3	MSMEG_4066
I7GB93	MSMEI_3968
I7FP02	MSMEI_3970
A0QZL5	MSMEG_4067
I7GCT3	MSMEI_3971
A0QZL7	MSMEG_4070
I7FGA6	MSMEI_3977
A0QZM1	MSMEG_4076
I7FP13	MSMEI_3980
A0QZM4	MSMEG_4079
I7GBA6	MSMEI_3983
A0QZM6	MSMEG_4082
I7G4C5	MSMEI_3984
A0QZM7	MSMEG_4083
I7GCU3	MSMEI_3986
A0QZM9	MSMEG_4085
A0QZN0	ssuD
I7FGB3	MSMEI_3987
A0QZN1	MSMEG_4087
I7GBB0	MSMEI_3988
A0QZN2	MSMEG_4088
I7G4C8	MSMEI_3989
A0QZN5	ssuD
I7FGB8	MSMEI_3992
I7G4D1	MSMEI_3994
A0QZN7	MSMEG_4093
I7GBB9	MSMEI_3998
A0QZP1	MSMEG_4097
I7G4D4	dppD
A0QZP2	MSMEG_4098
I7GCW0	MSMEI_4011
A0QZQ4	MSMEG_4110
I7FGD4	MSMEI_4012
A0QZQ5	MSMEG_4111
I7GBD2	MSMEI_4013
A0QZQ6	MSMEG_4112
I7G4E6	MSMEI_4014
A0QZQ7	MSMEG_4113
I7FP41	MSMEI_4015
A0QZQ8	menB
I7GCW2	MSMEI_4016
A0QZQ9	MSMEG_4115
I7FGD8	MSMEI_4017
A0QZR0	MSMEG_4116
I7GBD5	MSMEI_4018
A0QZR1	MSMEG_4117
I7G4E9	MSMEI_4019
A0QZR2	MSMEG_4118
I7FP45	MSMEI_4020
A0QZR3	MSMEG_4119
I7FGE2	MSMEI_4022
A0QZR5	MSMEG_4121
I7G4F3	MSMEI_4024
A0QZR7	MSMEG_4123
I7GCW9	MSMEI_4026
A0QZR9	MSMEG_4125
A0QZS0	MSMEG_4126
I7FGE6	MSMEI_4027
A0QZS2	MSMEG_4128
I7G4F7	MSMEI_4029
I7GBF3	MSMEI_4043
A0QZT3	MSMEG_4141
A0QZT4	MSMEG_4142
I7G4G5	MSMEI_4044
I7FGG4	MSMEI_4047
A0QZT7	MSMEG_4145
I7G4H7	MSMEI_4064
A0QZV4	MSMEG_4162
I7FP83	MSMEI_4065
A0QZV5	MSMEG_4163
I7FGI0	MSMEI_4067
A0QZV7	MSMEG_4165
I7G4I0	adhD
A0QZV9	MSMEG_4167
I7G4I3	MSMEI_4074
A0QZW4	MSMEG_4172
I7GBI4	MSMEI_4078
A0QZW8	MSMEG_4176
I7FGJ5	hisG
A0QZX1	hisG
A0QZX2	hisE
I7FPA2	MSMEI_4085
A0QZX4	MSMEG_4183
I7FGK2	MSMEI_4087
A0QZX6	metH
I7GBJ3	MSMEI_4088
A0QZX7	MSMEG_4186
A0QZX8	MSMEG_4187
I7G4J4	MSMEI_4089
I7FPA9	MSMEI_4090
A0QZX9	MSMEG_4188
A0QZY0	mshC
I7FGK6	cysQ
A0QZY1	MSMEG_4190
A0QZY2	MSMEG_4191
I7GBJ7	MSMEI_4093
I7G4K0	MSMEI_4094
A0QZY3	MSMEG_4192
I7FPB2	MSMEI_4095
A0QZY4	MSMEG_4193
A0QZY6	MSMEG_4195
I7GBK2	lppL
A0QZY7	MSMEG_4196
A0QZY9	pyrD
I7GD17	MSMEI_4101
A0QZZ0	MSMEG_4199
I7FGL5	MSMEI_4102
A0QZZ1	MSMEG_4200
A0R003	MSMEG_4214
I7FPD2	MSMEI_4116
A0R006	wag31
A0R008	sepF
I7GD31	MSMEI_4122
A0R009	MSMEG_4220
I7FGN2	MSMEI_4123
A0R010	MSMEG_4221
A0R012	ftsZ
I7GBM4	ftsZ
A0R014	ftsQ
A0R015	murC
A0R016	murG
I7FGN7	MSMEI_4128
A0R017	ftsW
A0R018	murD
A0R019	mraY
I7FPE5	murF
A0R020	murF
I7GD39	murE
A0R021	murE
A0R022	pbpB
A0R024	rsmH
A0R025	mraZ
I7GD44	MSMEI_4137
A0R026	MSMEG_4237
I7G4P0	idsA2
A0R029	MSMEG_4240
I7FPF3	MSMEI_4141
A0R030	MSMEG_4241
I7GD47	MSMEI_4142
A0R031	MSMEG_4242
A0R032	MSMEG_4243
I7FGQ4	pknL
A0R033	aroG
I7G4P6	MSMEI_4145
A0R034	MSMEG_4245
A0R036	MSMEG_4247
I7FGR0	MSMEI_4148
A0R037	MSMEG_4248
I7GBP5	MSMEI_4149
A0R038	MSMEG_4249
I7G4P9	MSMEI_4150
A0R039	MSMEG_4250
I7FPG2	MSMEI_4151
A0R040	MSMEG_4251
I7GD54	MSMEI_4152
A0R041	MSMEG_4252
I7FGR5	MSMEI_4153
A0R042	MSMEG_4254
A0R043	pimB
A0R044	MSMEG_4255
I7G4Q4	MSMEI_4155
I7FPG6	MSMEI_4156
A0R045	MSMEG_4256
A0R048	trpD
I7G4Q8	ctaE
A0R049	MSMEG_4260
A0R050	MSMEG_4261
I7FPH1	qcrC
A0R051	MSMEG_4262
I7GD61	qcrA
I7FGS8	qcrB
A0R052	MSMEG_4263
I7GBQ5	MSMEI_4164
A0R053	MSMEG_4264
I7G4R4	mmpS3
A0R054	MSMEG_4265
I7GD63	ctaC
A0R057	MSMEG_4268
I7FGT7	asnB
A0R058	asnB
I7GBQ8	adoK
A0R059	MSMEG_4270
I7FPI1	MSMEI_4171
A0R061	MSMEG_4272
A0R062	MSMEG_4273
I7GD66	MSMEI_4172
I7GBR1	cobT
A0R064	cobT
A0R066	ilvE
I7GD70	gcvT
A0R067	gcvT
I7G4S9	ephD
A0R070	MSMEG_4280
A0R071	MSMEG_4282
I7FPJ2	MSMEI_4181
I7GD73	sucB
A0R072	sucB
I7FGV5	MSMEI_4183
A0R073	MSMEG_4284
A0R074	lipB
