From	To
A0QR49	MSMEG_0985
I7G4I8	MSMEI_0959
A0QR50	MSMEG_0986
A0QR51	MSMEG_0987
I7F798	MSMEI_0960
A0QR54	mtnP
I7G4J2	galE3
A0QR55	MSMEG_0991
I7F7A2	MSMEI_0965
A0QR56	MSMEG_0992
I7FXE5	MSMEI_0967
A0QR58	resD
I7FF19	MSMEI_0973
A0QR65	MSMEG_1001
A0QR68	MSMEG_1005
I7G2U5	MSMEI_0976
A0QR69	MSMEG_1006
I7FIT6	MSMEI_0977
I7G4K3	MSMEI_0979
A0QR71	MSMEG_1008
I7F7B7	cyp136
A0QR72	MSMEG_1009
A0QRM1	MSMEG_1167
I7FFH0	MSMEI_1136
A0QR73	MSMEG_1010
I7FZQ1	MSMEI_0981
I7FXF5	MSMEI_0982
A0QR74	MSMEG_1011
I7FAX8	MSMEI_0984
A0QR76	MSMEG_1013
I7F7C2	dinB2
A0QR77	dinB
I7FZQ3	MSMEI_2237
I7G2V0	MSMEI_0986
A0QR78	MSMEG_1015
I7FIU5	MSMEI_0987
A0QR79	MSMEG_1016
I7G7S6	nrdH
A0QR80	MSMEG_1017
I7FF35	MSMEI_0993
A0QR82	MSMEG_1021
A0QR84	MSMEG_1023
I7FAZ0	MSMEI_0994
I7FIV6	MSMEI_2248
A0QR88	MSMEG_1027
I7FXG3	MSMEI_0997
I7G7T9	MSMEI_0998
A0QR89	MSMEG_1028
I7FAZ6	MSMEI_0999
A0QR90	MSMEG_1029
I7G670	MSMEI_2251
A0QR91	MSMEG_1030
I7F7D7	MSMEI_1000
I7FIW0	nrdF2
A0QR94	MSMEG_1033
A0QR96	MSMEG_1035
I7G4M5	MSMEI_1004
I7G7V1	MSMEI_1008
A0QR98	MSMEG_1038
I7FB07	MSMEI_1009
A0QR99	MSMEG_1039
I7FXH2	serB2
A0QRA0	serB
I7FF50	MSMEI_1013
A0QRA1	MSMEG_1042
I7FB13	MSMEI_1014
A0QRA2	MSMEG_1043
I7G2W8	MSMEI_1016
A0QRA5	MSMEG_1046
I7FIX8	MSMEI_1017
A0QRA6	MSMEG_1047
I7FF54	echA17
A0QRA7	MSMEG_1048
I7FB19	MSMEI_1019
A0QRA8	MSMEG_1049
I7G688	MSMEI_1020
A0QRA9	MSMEG_1050
I7G2X2	MSMEI_1021
A0QRB0	MSMEG_1051
I7FIY2	MSMEI_1022
A0QRB1	MSMEG_1052
I7FB24	MSMEI_1024
A0QRB4	MSMEG_1055
I7F7G1	fni
A0QRB5	fni
I7GGM6	MSMEI_6518
A0R6W9	MSMEG_6699
I7FXI0	MSMEI_1027
A0QRB8	MSMEG_1060
I7FF63	MSMEI_1028
A0QRB9	MSMEG_1061
I7G4P5	menE
A0QRC0	MSMEG_1062
I7F7G6	MSMEI_1030
A0QRC1	MSMEG_1063
I7FF67	MSMEI_1033
A0QRC4	MSMEG_1066
I7G4P8	MSMEI_1034
A0QRC5	MSMEG_1067
I7F7H0	MSMEI_1035
A0QRC6	MSMEG_1068
A0QRD0	speB
I7G4Q3	MSMEI_1039
I7G2Y6	MSMEI_1041
A0QRD2	MSMEG_1073
A0QRD3	menB
A0QRD4	MSMEG_1076
I7G4Q7	MSMEI_1044
A0QRD5	MSMEG_1077
I7F7I0	MSMEI_1045
A0QRD6	MSMEG_1078
I7G2Y9	MSMEI_1046
I7FXJ6	MSMEI_1057
A0QRE6	MSMEG_1089
I7FF89	amiD
A0QRE7	MSMEG_1090
I7F7J6	MSMEI_1065
A0QRF4	MSMEG_1097
A0QRF5	MSMEG_1098
I7G308	fadD8
A0QRF8	MSMEG_1101
I7G4S8	MSMEI_1069
A0QRF9	MSMEG_1102
A0QRG0	menC
A0QRG5	menD
A0QRG6	MSMEG_1110
I7FFB0	MSMEI_1078
A0QRG7	MSMEG_1111
I7G4T6	MSMEI_1079
I7G321	MSMEI_1081
A0QRG9	MSMEG_1112
I7FXL0	MSMEI_1082
A0QRH0	MSMEG_1114
A0QRH1	menG
I7F7L5	MSMEI_1085
A0QRH3	MSMEG_1117
A0QRH6	MSMEG_1120
I7FFC2	MSMEI_1088
A0QRH9	MSMEG_1123
I7G4U4	MSMEI_1089
I7F7M0	fdxC
A0QRI0	MSMEG_1124
A0QRI7	MSMEG_1131
I7FXL7	MSMEI_1099
A0QRI8	menJ
I7G4V2	grcC1
A0QRI9	MSMEG_1133
A0QRJ0	htpX
I7G4V7	MSMEI_1106
A0QRJ4	MSMEG_1138
I7G339	gpsA2
A0QRJ6	gpsA
A0QRK9	MSMEG_1153
I7G4X0	MSMEI_1121
I7F7P9	MSMEI_1122
A0QRL0	MSMEG_1154
I7G351	echA1
A0QRL1	MSMEG_1155
I7FXM9	MSMEI_1124
A0QRL2	MSMEG_1156
I7FFG0	MSMEI_1125
A0QRL3	MSMEG_1157
I7G4X3	MSMEI_1126
A0QRL4	MSMEG_1158
A0QRM0	MSMEG_1165
I7F7R8	cadI
A0QRM8	MSMEG_1174
A0QRN3	hutU
I7G376	MSMEI_1149
A0QRN4	MSMEG_1180
I7FXP2	MSMEI_1150
A0QRN5	hutF
A0QRN6	hutI
I7G4Z3	MSMEI_1152
A0QRN7	hutH
I7FFJ2	MSMEI_1156
A0QRP2	MSMEG_1188
A0QRP3	MSMEG_1189
I7G4Z7	MSMEI_1157
I7G386	MSMEI_1160
A0QRP5	MSMEG_1191
A0QRP7	MSMEG_1193
I7FFJ8	MSMEI_1162
A0QRP8	MSMEG_1194
I7G501	MSMEI_1163
I7F7T6	MSMEI_1164
A0QRP9	MSMEG_1195
I7G392	MSMEI_1165
A0QRQ0	MSMEG_1196
I7FXQ2	MSMEI_1166
A0QRQ3	MSMEG_1199
I7FFK3	MSMEI_1167
A0QRQ4	MSMEG_1200
I7G397	kasB
A0QRQ7	MSMEG_1204
I7FFK7	cmaA1
A0QRQ9	MSMEG_1205
A0QRR4	MSMEG_1210
I7FXQ9	MSMEI_1176
I7FFL3	MSMEI_1177
A0QRR5	MSMEG_1211
A0QRR9	MSMEG_1215
I7G3A8	MSMEI_1180
I7FXR4	MSMEI_1186
A0QRS5	MSMEG_1221
I7FFM8	MSMEI_1192
A0QRT0	MSMEG_1226
I7FFN7	MSMEI_1202
A0QRT9	MSMEG_1236
A0QRU0	MSMEG_1237
I7G532	MSMEI_1203
I7F7X4	MSMEI_1204
A0QRU1	MSMEG_1238
A0QRU4	MSMEG_1241
I7FFP2	MSMEI_1207
A0QRU5	iscS
I7G537	MSMEI_1208
A0QRU6	MSMEG_1243
I7F7X8	MSMEI_1209
A0QRU7	MSMEG_1244
A0QRU8	MSMEG_1245
I7G3E1	MSMEI_1210
I7FXT2	MSMEI_1211
A0QRU9	MSMEG_1246
I7G546	MSMEI_1218
A0QRV6	MSMEG_1253
I7F7Y5	MSMEI_1219
A0QRV7	MSMEG_1254
I7G3F2	MSMEI_1220
A0QRV8	MSMEG_1255
A0QRV9	MSMEG_1256
I7FXT9	MSMEI_1221
I7F7Y9	MSMEI_1224
A0QRW3	MSMEG_1260
A0QRW4	MSMEG_1261
I7G3F5	MSMEI_1225
A0QRW5	MSMEG_1262
I7FXU3	MSMEI_1226
A0QRW7	MSMEG_1264
I7G553	MSMEI_1228
I7F7Z3	MSMEI_1229
A0QRW8	MSMEG_1265
I7FFR7	MSMEI_1232
A0QRX0	MSMEG_1268
I7G558	MSMEI_1233
A0QRX1	MSMEG_1269
A0QRX9	phd
A0QRY1	MSMEG_1279
I7FFS7	MSMEI_1242
A0QRY2	MSMEG_1280
A0QRY5	vapB
I7FFT2	MSMEI_1247
A0QRY7	MSMEG_1285
I7G571	MSMEI_1248
A0QRY8	MSMEG_1286
A0QRZ0	MSMEG_1288
I7G3I0	MSMEI_1250
I7FXW0	MSMEI_1251
A0QRZ1	MSMEG_1289
I7FXW4	MSMEI_1256
A0QRZ6	MSMEG_1294
I7G578	MSMEI_1258
A0QRZ8	MSMEG_1296
I7F817	MSMEI_1259
A0QRZ9	MSMEG_1297
I7FFV2	MSMEI_1267
A0QS07	MSMEG_1305
I7G591	MSMEI_1273
A0QS13	MSMEG_1311
A0QS16	MSMEG_1315
I7FXX7	MSMEI_1276
I7FFW3	MSMEI_1277
A0QS17	MSMEG_1314
A0QS18	prfC
I7F834	prfC
I7G3L1	MSMEI_1280
A0QS19	MSMEG_1317
I7G3L8	MSMEI_1285
A0QS24	MSMEG_1322
A0QS28	recD
A0QS29	recB
A0QS30	recC
A0QS32	MSMEG_1330
I7FFX4	MSMEI_1292
I7G5A7	echA3
A0QS33	MSMEG_1331
I7FXY9	MSMEI_1296
A0QS36	MSMEG_1334
I7G5A9	MSMEI_1298
A0QS38	MSMEG_1336
A0QS39	rpmG1
I7G3N0	MSMEI_1302
A0QS40	MSMEG_1340
I7FXZ1	MSMEI_1303
A0QS41	MSMEG_1341
I7FFY1	MSMEI_1304
A0QS42	MSMEG_1342
I7G5B1	secE
A0QS43	secE
I7F853	nusG
A0QS44	nusG
A0QS45	rplK
A0QS46	rplA
I7G5B2	MSMEI_1311
A0QS48	MSMEG_1349
I7F857	cmaA1
A0QS49	MSMEG_1350
I7FXZ7	lipG
A0QS51	MSMEG_1352
I7FFZ0	MSMEI_1315
A0QS52	MSMEG_1353
A0QS58	MSMEG_1360
I7G5B7	MSMEI_1321
I7FY03	MSMEI_1324
A0QS61	MSMEG_1363
A0QS62	rplJ
I7G5C1	rplL
A0QS63	rplL
I7F874	mkl
A0QS64	MSMEG_1366
A0QS66	rpoC
I7FG04	MSMEI_1330
A0QS67	MSMEG_1369
I7G3Q6	MSMEI_1333
A0QS70	MSMEG_1372
A0QS72	MSMEG_1374
I7FG09	MSMEI_1335
I7G5C9	MSMEI_1336
A0QS73	MSMEG_1375
A0QS74	MSMEG_1376
I7F889	MSMEI_1337
I7FY15	MSMEI_1339
A0QS76	MSMEG_1378
A0QS77	MSMEG_1379
I7FG12	MSMEI_1340
I7G5D3	MSMEI_1341
A0QS78	MSMEG_1380
A0QS79	MSMEG_1381
I7F895	mmpS5
I7G3R8	mmpL5
A0QS80	MSMEG_1382
I7FY19	nfo
A0QS81	MSMEG_1383
I7G5D7	MSMEI_1346
A0QS83	MSMEG_1384
I7FY24	fadE8
A0QS85	MSMEG_1387
I7FG23	echA4
A0QS86	MSMEG_1388
I7F8A8	echA5
A0QS88	MSMEG_1390
A0QS89	MSMEG_1391
I7G3T0	MSMEI_1353
I7FY28	MSMEI_1354
A0QS90	MSMEG_1392
I7FG29	MSMEI_1355
A0QS91	MSMEG_1393
I7G5E9	MSMEI_1356
A0QS92	MSMEG_1394
I7FY32	MSMEI_1359
A0QS95	MSMEG_1397
A0QS96	rpsL
A0QS97	rpsG
A0QS98	tuf
A0QSA0	MSMEG_1403
I7FG37	MSMEI_1365
I7FG49	MSMEI_1375
A0QSA5	MSMEG_1410
A0QSA8	rocD
I7G3X8	MSMEI_1378
A0QSA9	MSMEG_1414
I7FY62	MSMEI_1379
I7FG80	MSMEI_1380
A0QSB0	MSMEG_1415
I7G5J6	MSMEI_1381
A0QSB1	MSMEG_1416
I7F8H2	MSMEI_1382
A0QSB2	MSMEG_1417
I7FY70	MSMEI_1384
A0QSB4	MSMEG_1419
I7FG95	MSMEI_1385
A0QSB5	MSMEG_1420
A0QSB7	MSMEG_1422
I7F8H7	MSMEI_1387
I7G3Z5	pqqE
A0QSB8	MSMEG_1423
I7G5L5	MSMEI_1391
A0QSC1	MSMEG_1426
A0QSC2	MSMEG_1428
I7F8I2	MSMEI_1392
A0QSC4	MSMEG_1430
I7F8I7	MSMEI_1397
A0QSC8	MSMEG_1434
A0QSD0	rpsJ
A0QSD1	rplC
A0QSD2	rplD
A0QSD3	rplW
A0QSD4	rplB
A0QSD5	rpsS
A0QSD6	rplV
A0QSD7	rpsC
A0QSD8	rplP
A0QSD9	rpmC
A0QSE0	rpsQ
A0QSE1	MSMEG_1446
I7FGB9	MSMEI_1410
I7G5N2	MSMEI_1411
A0QSE2	MSMEG_1447
I7F8J9	MSMEI_1412
A0QSE3	MSMEG_1448
A0QSE5	MSMEG_1451
I7G5N7	atsA
I7F8K3	MSMEI_1417
A0QSE6	MSMEG_1452
I7FGC8	MSMEI_1420
A0QSF0	MSMEG_1456
I7F8K7	MSMEI_1422
A0QSF2	MSMEG_1458
A0QSF9	rplN
A0QSG0	rplX
A0QSG1	rplE
A0QSG3	rpsH
A0QSG4	rplF
I7FGD9	rplR
A0QSG5	rplR
A0QSG6	rpsE
A0QSG7	rpmD
I7G436	rplO
A0QSG8	rplO
I7FGE4	sppA
A0QSH0	sppA
A0QSH1	MSMEG_1477
I7G5Q6	MSMEI_1441
A0QSH3	MSMEG_1479
A0QSH4	MSMEG_1480
A0QSH5	MSMEG_1481
A0QSH6	MSMEG_1482
I7F8N2	secY
A0QSH7	secY
A0QSH8	adk
I7FYA7	map-1
A0QSH9	map
I7G5R3	MSMEI_1451
A0QSI1	MSMEG_1487
I7G5R6	MSMEI_1456
A0QSI6	MSMEG_1492
I7F8P2	MSMEI_1457
A0QSI7	MSMEG_1493
A0QSI8	MSMEG_1494
I7G450	MSMEI_1458
I7FGG0	mmsB
A0QSJ0	mmsB
I7G5S1	fadE9
A0QSJ1	MSMEG_1497
I7F8Q0	mmsA
A0QSJ2	mmsA
I7FGG9	MSMEI_1470
A0QSK0	MSMEG_1506
A0QSK5	rmlC
A0QSK6	rmlB
I7F8R4	MSMEI_1477
A0QSK7	MSMEG_1513
I7FYC4	MSMEI_1479
A0QSK9	MSMEG_1515
I7G5T8	MSMEI_1481
A0QSL1	MSMEG_1517
A0QSL3	infA
A0QSL4	rpmJ
A0QSL5	rpsM
A0QSL6	rpsK
A0QSL7	rpsD
A0QSL8	rpoA
A0QSL9	rplQ
I7G5U4	cut2
A0QSM1	MSMEG_1526
I7F8S9	cut2
A0QSM2	MSMEG_1528
A0QSM3	MSMEG_1529
I7G478	cut4
I7FGJ3	MSMEI_1495
A0QSM5	MSMEG_1531
A0QSN6	MSMEG_1542
I7FGK1	MSMEI_1505
I7G5V6	MSMEI_1506
A0QSN7	MSMEG_1543
A0QSN9	MSMEG_1545
I7G491	MSMEI_1508
A0QSP0	MSMEG_1546
I7FYE0	MSMEI_1509
I7FGK5	MSMEI_1510
A0QSP1	MSMEG_1547
I7G5W0	MSMEI_1511
A0QSP2	MSMEG_1548
A0QSP5	eat
I7FGK9	MSMEI_1515
A0QSP6	eutB
I7G5W5	MSMEI_1516
A0QSP7	eutC
A0QSP8	rplM
A0QSP9	rpsI
A0QSQ1	glmM
I7G5X2	MSMEI_1526
A0QSQ4	MSMEG_1563
I7G4A8	MSMEI_1528
A0QSQ6	MSMEG_1565
I7FYF1	MSMEI_1529
A0QSQ7	MSMEG_1566
I7FGM4	MSMEI_1530
A0QSQ8	MSMEG_1567
I7FGM9	nnrE
A0QSR4	nnrD
A0QSR5	MSMEG_1574
I7G5Y1	gadB
A0QSR6	alr
A0QSR7	MSMEG_1576
I7G4B5	MSMEI_1538
A0QSR8	MSMEG_1577
I7FYF8	MSMEI_1539
A0QSR9	MSMEG_1578
I7FGN3	MSMEI_1540
I7G5Y6	rimI
A0QSS0	rimI
A0QSS1	tsaD
A0QSS3	groS
A0QSS4	groL2
I7FYG3	MSMEI_1554
A0QST4	MSMEG_1594
A0QST9	MSMEG_1598
I7FYG6	MSMEI_1559
I7FGQ3	sigD
A0QSU0	MSMEG_1599
I7G602	MSMEI_1561
A0QSU1	MSMEG_1600
I7F8Z3	MSMEI_1562
A0QSU2	MSMEG_1601
A0QSU3	guaB
I7G4D6	guaB
A0QSU4	MSMEG_1603
I7FGQ8	choD
A0QSU5	MSMEG_1604
I7G606	phoU2
A0QSU6	phoU
I7FYG9	MSMEI_1569
A0QSU9	MSMEG_1608
I7G610	guaA
A0QSV0	guaA
I7F903	MSMEI_1572
A0QSV1	MSMEG_1611
A0QSV7	MSMEG_1618
A0QSW1	MSMEG_1621
I7FYH7	iunH
I7G4F9	MSMEI_1588
A0QSW5	MSMEG_1626
I7FGT5	MSMEI_1590
A0QSW8	MSMEG_1629
A0QSX2	MSMEG_1632
I7FGU0	MSMEI_1595
A0QSX3	MSMEG_1634
I7G631	MSMEI_1596
A0QSX4	MSMEG_1635
A0QSX6	MSMEG_1637
I7G4G6	MSMEI_1598
I7FYI6	MSMEI_1599
A0QSX7	MSMEG_1638
I7FGU6	MSMEI_1600
A0QSX8	MSMEG_1639
I7G635	MSMEI_1601
A0QSX9	MSMEG_1640
A0QSY0	mfpA
A0QSY1	MSMEG_1642
I7G4H0	MSMEI_1603
A0QSY2	MSMEG_1643
I7FYI9	MSMEI_1604
I7G638	MSMEI_1606
A0QSY4	MSMEG_1645
A0QSY5	folD
I7G642	MSMEI_1612
A0QSY9	MSMEG_1650
A0QSZ0	metXA
I7G4H9	metC
A0QSZ1	MSMEG_1652
I7FYJ4	icd2
A0QSZ3	MSMEG_1654
I7FGW1	MSMEI_1616
A0QSZ4	MSMEG_1655
I7G647	MSMEI_1617
A0QSZ5	xth
I7F946	trpS
A0QSZ6	trpS
A0QT00	MSMEG_1661
I7G651	dacB1
A0QT01	MSMEG_1662
I7F950	MSMEI_1623
A0QT04	MSMEG_1665
I7FYK1	MSMEI_1625
I7FGX3	sigJ
A0QT05	MSMEG_1666
I7G654	MSMEI_1627
A0QT06	MSMEG_1668
I7G4J1	sdhB
A0QT07	sdhB
I7FYK4	sdhA
A0QT08	sdhA
I7FGY0	sdhD
A0QT09	MSMEG_1671
A0QT10	sdhC
I7G657	sdhC
I7G4J7	deoA
A0QT13	MSMEG_1675
I7G660	MSMEI_1637
A0QT16	aspA
I7F965	amiB1
A0QT17	MSMEG_1679
I7G4K2	MSMEI_1639
A0QT18	MSMEG_1680
I7FGZ2	MSMEI_1641
A0QT20	MSMEG_1682
I7G662	MSMEI_1642
A0QT21	MSMEG_1683
I7G4K7	MSMEI_1644
A0QT22	MSMEG_1684
I7G4L9	upp
A0QT32	upp
I7FYM1	pmmB
A0QT33	MSMEG_1695
I7G4M4	MSMEI_1659
A0QT37	MSMEG_1699
A0QT38	MSMEG_1700
I7FYM3	MSMEI_1660
I7FH15	punA
A0QT39	MSMEG_1701
I7G676	amiB1
A0QT40	MSMEG_1702
I7F986	amiA1
A0QT41	MSMEG_1703
I7G4N0	MSMEI_1664
A0QT42	MSMEG_1704
I7FYM8	MSMEI_1665
A0QT43	MSMEG_1705
A0QT44	MSMEG_1706
I7FH22	MSMEI_1666
I7G680	MSMEI_1667
A0QT45	MSMEG_1707
I7F990	MSMEI_1668
A0QT46	MSMEG_1708
I7FH27	MSMEI_1671
A0QT49	MSMEG_1711
I7G686	MSMEI_1672
A0QT50	MSMEG_1712
I7F995	MSMEI_1673
A0QT51	araB
I7G4P3	MSMEI_1674
A0QT52	MSMEG_1714
A0QT53	araA
A0QT58	MSMEG_1722
I7G694	MSMEI_1682
I7FH45	MSMEI_1686
A0QT62	MSMEG_1726
I7G6M2	MSMEI_1822
A0QTJ0	MSMEG_1862
I7G4R1	MSMEI_1694
A0QT68	MSMEG_1734
I7FYQ2	lpdA
A0QT69	MSMEG_1735
I7FH56	glpD2
A0QT70	MSMEG_1736
I7F9B7	MSMEI_1698
A0QT72	MSMEG_1738
I7G4R7	MSMEI_1699
A0QT73	MSMEG_1740
A0QT74	MSMEG_1739
I7FYQ5	MSMEI_1700
I7FKV6	MSMEI_5470
A0R3W6	MSMEG_5620
I7FH63	MSMEI_1701
A0QT75	MSMEG_1741
I7G6B2	MSMEI_1702
A0QT76	MSMEG_1742
A0QT77	MSMEG_1743
I7F9C2	MSMEI_1703
I7FYQ9	MSMEI_1705
A0QT79	MSMEG_1745
I7G4S7	MSMEI_1709
A0QT84	MSMEG_1749
I7FH72	mtnN
A0QT87	mtnN
I7FYR6	lhr
A0QT91	MSMEG_1757
I7FH77	MSMEI_1716
A0QT92	MSMEG_1758
I7F9D7	MSMEI_1718
A0QT95	MSMEG_1760
I7G4T8	pcd
A0QT96	MSMEG_1762
I7FH82	lat
A0QT98	MSMEG_1764
A0QT99	MSMEG_1765
I7G6D2	MSMEI_1722
A0QTA1	MSMEG_1767
I7G4U5	MSMEI_1724
I7FYS2	MSMEI_1725
A0QTA2	MSMEG_1768
A0QTA4	MSMEG_1770
A0QTA5	MSMEG_1771
I7F9E5	MSMEI_1728
A0QTA6	MSMEG_1772
I7G4V0	MSMEI_1729
A0QTA7	MSMEG_1773
I7FYS6	MSMEI_1730
I7G6E1	MSMEI_1732
A0QTA9	MSMEG_1775
I7G4V5	MSMEI_1734
A0QTB1	MSMEG_1777
I7G4W0	MSMEI_1739
A0QTB6	MSMEG_1782
A0QTB7	MSMEG_1783
A0QTC1	MSMEG_1786
I7G6F0	MSMEI_1742
I7FYT4	MSMEI_1745
A0QTC4	MSMEG_1790
A0QTD6	MSMEG_1802
I7G6G4	MSMEI_1757
I7F9H6	rsbW
A0QTD7	MSMEG_1803
I7G4Y0	sigF
A0QTD8	MSMEG_1804
I7FYU1	MSMEI_1760
A0QTD9	MSMEG_1806
I7FHC6	MSMEI_1761
A0QTE0	MSMEG_1805
I7G6G9	accA3
A0QTE1	MSMEG_1807
I7F9I1	MSMEI_1763
A0QTE2	MSMEG_1808
I7G4Y4	sseA
A0QTE3	MSMEG_1809
A0QTE5	MSMEG_1811
I7F9I8	MSMEI_1768
A0QTE6	MSMEG_1812
I7G4Z0	accD5
A0QTE7	MSMEG_1813
I7G4Z5	MSMEI_1774
A0QTF0	MSMEG_1818
I7FYV0	MSMEI_1775
A0QTF1	MSMEG_1817
A0QTF2	purK
I7FHE6	purK
A0QTF3	purE
I7G6I4	purE
I7F9J9	fadE25
A0QTF4	MSMEG_1821
I7G4Z9	birA
A0QTF5	MSMEG_1822
A0QTF6	MSMEG_1823
I7FYV3	MSMEI_1780
A0QTF7	MSMEG_1824
I7FHF3	MSMEI_1781
A0QTF8	rmlD
I7FYV7	MSMEI_1785
A0QTG0	MSMEG_1827
A0QTG1	fbiB
A0QTG2	cofD
A0QTG3	whiB2
A0QTG4	MSMEG_1832
I7FYW2	MSMEI_1790
I7G6K0	pmmA
A0QTG6	MSMEG_1834
I7F9L6	MSMEI_1793
A0QTG7	MSMEG_1835
I7FYW8	MSMEI_1800
A0QTH4	MSMEG_1842
I7FYX6	MSMEI_1810
A0QTH9	selB
I7FHJ5	selA
A0QTI0	selA
A0QTI1	selD
I7G6L5	selD
A0QTI2	MSMEG_1854
I7G538	MSMEI_1814
I7FYY0	MSMEI_1815
A0QTI3	MSMEG_1855
A0QTI9	MSMEG_1861
I7G555	MSMEI_1829
A0QTJ6	MSMEG_1868
I7FYZ0	MSMEI_1830
A0QTJ7	MSMEG_1869
I7FHL6	MSMEI_1831
A0QTJ8	MSMEG_1870
I7G6M7	MSMEI_1832
A0QTJ9	MSMEG_1871
I7F9Q5	MSMEI_1833
A0QTK0	MSMEG_1872
I7G560	tmk
A0QTK1	MSMEG_1873
A0QTK2	mtrA
A0QTK3	mtrB
A0QTK4	lpqB
I7G565	hpf
A0QTK6	hpf
I7G6N6	MSMEI_1842
A0QTL0	MSMEG_1882
I7F9R6	MSMEI_1843
A0QTL1	MSMEG_1883
I7G570	MSMEI_1844
A0QTL2	MSMEG_1884
I7FZ03	MSMEI_1845
A0QTL3	MSMEG_1885
I7FHN1	MSMEI_1846
A0QTL4	MSMEG_1886
A0QTL5	MSMEG_1887
I7G6N9	MSMEI_1847
A0QTL6	MSMEG_1888
I7G576	MSMEI_1849
A0QTL7	MSMEG_1889
A0QTL8	aroA
I7FZ07	aroA
I7FHN7	MSMEI_1851
A0QTL9	MSMEG_1891
I7G6P4	MSMEI_1852
A0QTM0	MSMEG_1892
I7F9S7	MSMEI_1853
A0QTM1	MSMEG_1893
I7G581	MSMEI_1854
A0QTM2	MSMEG_1894
I7FHP3	MSMEI_1856
A0QTM4	MSMEG_1896
I7G6Q3	MSMEI_1862
A0QTN0	MSMEG_1902
I7F9U0	MSMEI_1863
A0QTN1	MSMEG_1903
I7G590	MSMEI_1864
A0QTN2	MSMEG_1904
I7FZ18	MSMEI_1865
A0QTN3	MSMEG_1905
I7FZ22	MSMEI_1870
A0QTN8	MSMEG_1910
I7FHR1	MSMEI_1871
A0QTN9	catA
A0QTP1	ybaK
I7F9V3	MSMEI_1873
A0QTP2	sigH
A0QTP3	rshA
I7G6R9	MSMEI_1877
A0QTP6	MSMEG_1918
I7F9Y2	whiB1
A0QTP7	whiB
I7G5B6	MSMEI_1879
A0QTP8	MSMEG_1920
I7FZ41	MSMEI_1880
A0QTP9	MSMEG_1921
I7FHV1	aroQ
A0QTQ0	aroQ
I7F9Z2	MSMEI_1883
A0QTQ2	MSMEG_1924
A0QTQ3	MSMEG_1925
I7G5C0	entC
I7FZ48	MSMEI_1885
A0QTQ4	MSMEG_1926
A0QTQ5	MSMEG_1927
I7FHW4	MSMEI_1886
I7G6V3	MSMEI_1887
A0QTQ6	MSMEG_1928
I7F9Z6	MSMEI_1888
A0QTQ7	MSMEG_1929
A0QTQ8	MSMEG_1930
I7FZ51	MSMEI_1890
A0QTQ9	MSMEG_1931
A0QTR1	MSMEG_1932
I7FHX0	MSMEI_1891
I7G6W0	MSMEI_1892
A0QTR2	MSMEG_1934
I7FA01	MSMEI_1893
A0QTR3	MSMEG_1935
I7G5C7	MSMEI_1894
A0QTR4	MSMEG_1936
A0QTR5	MSMEG_1937
I7FZ54	moeB1
A0QTR6	MSMEG_1938
I7FHX4	MSMEI_1896
I7G6X0	MSMEI_1897
A0QTR7	MSMEG_1939
A0QTR8	MSMEG_1940
I7FA07	lipV
I7G6X4	MSMEI_1902
A0QTS2	MSMEG_1944
I7FA13	MSMEI_1903
A0QTS3	MSMEG_1945
I7G5D5	nudC
A0QTS4	MSMEG_1946
I7FZ60	MSMEI_1905
A0QTS5	MSMEG_1947
I7FA18	MSMEI_1908
A0QTS9	MSMEG_1951
A0QTT1	whiB7
A0QTT2	MSMEG_1954
I7FHY8	MSMEI_1911
A0QTT5	MSMEG_1957
I7FA22	MSMEI_1913
I7G5E2	MSMEI_1914
A0QTT6	MSMEG_1958
A0QTT7	MSMEG_1959
I7G6Y5	MSMEI_1917
A0QTT9	MSMEG_1961
I7FA26	MSMEI_1918
A0QTU0	MSMEG_1962
I7G6Y8	MSMEI_1923
A0QTU4	MSMEG_1967
I7FZ70	MSMEI_1926
A0QTU7	MSMEG_1970
I7G6Z4	MSMEI_1933
A0QTV3	MSMEG_1977
I7FZ76	MSMEI_1936
A0QTV6	MSMEG_1980
I7FI08	MSMEI_1937
A0QTV7	MSMEG_1981
A0QTV8	MSMEG_1982
I7G6Z7	MSMEI_1938
I7FZ77	MSMEI_1941
A0QTW1	MSMEG_1985
I7FI12	MSMEI_1942
A0QTW2	MSMEG_1986
I7FI16	fadE3
A0QTW7	MSMEG_1991
A0QTX1	MSMEG_1995
I7FZ83	MSMEI_1951
I7G706	MSMEI_1953
A0QTX3	MSMEG_1997
I7FA54	ephC
A0QTX4	MSMEG_1998
I7FZ86	MSMEI_1956
A0QTX6	MSMEG_2000
I7G5H5	MSMEI_1960
A0QTY1	MSMEG_2005
I7FZ89	MSMEI_1961
A0QTY2	MSMEG_2006
A0QTY3	MSMEG_2007
I7FI27	MSMEI_1962
I7G711	MSMEI_1963
A0QTY5	MSMEG_2009
I7FA61	MSMEI_1964
A0QTY6	MSMEG_2010
I7FZ91	MSMEI_1966
A0QTY7	MSMEG_2011
I7FA65	modC
A0QTZ0	MSMEG_2014
I7FI35	MSMEI_1972
A0QTZ3	MSMEG_2017
I7G719	MSMEI_1973
A0QTZ4	MSMEG_2019
I7G5J0	MSMEI_1980
A0QTZ9	MSMEG_2025
I7FZ99	MSMEI_1981
A0QU00	MSMEG_2026
I7FI43	MSMEI_1982
A0QU01	MSMEG_2027
